movie_id,title,release_year,genres,budget,original_language,original_title,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,vote_average
698,Delta of Venus,1994,Drama-Romance,0,en,Delta of Venus,/tV3GHas7BjqjNB6ta4SvL4TS6fv.jpg,New Line Cinema-Alliance Communications Corporation-Evzen Kolar Productions,United States of America,1995-06-09,62949.0,99.0,English,3.3
699,To Cross the Rubicon,1991,Drama,0,en,To Cross the Rubicon,/uGx3syrvYg8u6xsl7DksUCe5Tqa.jpg,,,1991-01-01,0.0,0.0,,0.0
700,Angus,1995,Comedy-Drama-Family-Romance,0,en,Angus,/71HAhRaGJmFQGwuvx6FOr8YO9NH.jpg,New Line Cinema,United States of America,1995-09-15,0.0,90.0,English,6.8
702,Faces,1968,Drama,275000,en,Faces,/ufORkC9NfixbUxqQXI2VcNVKRZi.jpg,Maurice McEndree Productions-Walter Reade Organization Inc.-Faces International Films,United States of America,1968-11-24,0.0,130.0,English,7.1
703,Boys,1996,Drama-Mystery-Romance,0,en,Boys,/6VvXOemt5jSrwnH1aUmgKR5q7Rn.jpg,PolyGram Filmed Entertainment-Touchstone Pictures-Interscope Communications,United States of America,1996-05-10,0.0,86.0,English-Español,5.3
705,Cosi,1996,Comedy-Romance,0,en,Cosi,/uQWBJJZGXnaHJ0wLZwGnXlt1rAJ.jpg,,Australia,1996-03-04,0.0,102.0,English,7.1
706,Sunset Park,1996,Drama,0,en,Sunset Park,/1vJ3QnfuVeqtHSglG3oUT6t86T3.jpg,Jersey Films-TriStar Pictures,,1996-04-26,0.0,99.0,English,5.1
707,Mulholland Falls,1996,Crime-Drama-Film-Noir-Mystery-Thriller,0,en,Mulholland Falls,/hZRbWIPqVlp1fslaAmC2WOWNjBU.jpg,Metro-Goldwyn-Mayer (MGM),United States of America,1996-04-26,0.0,107.0,English,6.2
709,Oliver & Company,1988,Animation-Children's-Comedy-Family,31000000,en,Oliver & Company,/m54pXsIUy3IJoaGhk3RwKsZQPG8.jpg,Walt Disney Pictures-Silver Screen Partners III,United States of America,1988-11-18,74151346.0,74.0,English,6.5
710,Celtic Pride,1996,Comedy,0,en,Celtic Pride,/l0RS3MQgW1nBJBAX3kl910c0AGo.jpg,Caravan Pictures-Hollywood Pictures,United States of America,1996-04-19,0.0,91.0,English,4.9
711,Flipper,1996,Adventure-Children's-Family,25530000,en,Flipper,/eq1JsckI4W8m0ozFglRLPkoopkZ.jpg,Universal Pictures-The Bubble Factory-American Films,United States of America,1996-05-17,20080020.0,95.0,English,5.3
712,Captives,1994,Drama-Mystery-Romance-Thriller,0,en,Captives,/hvwRp3e9hg4UkjlN2k9uhU041vl.jpg,Distant Horizons-British Broadcasting Corporation (BBC)-Miramax,United Kingdom-United States of America,1994-05-03,0.0,100.0,English,6.0
713,Of Love and Shadows,1994,Drama,0,en,Of Love and Shadows,/uM64Zehu9W5Ix237Hz3WEl9a6i5.jpg,Miramax Films,Argentina-United States of America,1994-05-10,0.0,103.0,English-Español,4.4
714,Dead Man,1995,Drama-Fantasy-Western,9000000,en,Dead Man,/vGobIvxSiFvAmwqH8BlC3SpET0C.jpg,JVC Entertainment-Pandora Filmproduktion-Newmarket Capital Group-12 Gauge Productions,Germany-Japan-United States of America,1995-12-23,0.0,121.0,English-Español,7.2
716,Switchblade Sisters,1975,Action-Crime-Drama,0,en,Switchblade Sisters,/sEYeoOBXAllmHynCNrNBEJjratp.jpg,Centaur Pictures Inc.,United States of America,1975-01-05,0.0,91.0,English,6.6
719,Multiplicity,1996,Comedy-Fantasy-Science Fiction,45000000,en,Multiplicity,/lFbBQ55MkBxVxQPwALjzMu3y9rD.jpg,Columbia Pictures Corporation,United States of America,1996-07-19,0.0,117.0,English,5.5
723,Two Friends,1986,Drama-Foreign,0,en,Due Amici,/jo4n8M8EHedIuatB39C8EEmJBH8.jpg,,Italy,2002-03-20,0.0,86.0,Italiano,0.0
726,Last Dance,1996,Drama-Thriller,0,en,Last Dance,/2yatMz23t6BpRcc7J47UhnFOPFI.jpg,Touchstone Pictures,United States of America,1996-05-02,5.0,103.0,English,5.6
728,Cold Comfort Farm,1995,Comedy-Drama-Romance,0,en,Cold Comfort Farm,/8kVQkrbrhfpkdZgYH5efOB8t6yK.jpg,,United Kingdom,1995-01-01,0.0,95.0,English,7.0
729,"Institute Benjamenta, or This Dream People Call Human Life",1995,Animation-Drama,0,en,"Institute Benjamenta, or This Dream People Call Human Life",/w2bdb5sEwWMNHN08KntkS06z4wA.jpg,Pandora Filmproduktion-Koninck Studios-Image Forum,United Kingdom-Germany-Japan,1995-08-01,0.0,104.0,English-Deutsch,7.7
731,Heaven's Prisoners,1996,Drama-Mystery-Thriller,25000000,en,Heaven's Prisoners,/tJ61l57S7iMiHgzZJHehpfxjt2V.jpg,New Line Cinema-The Rank Organisation-Ruddy Morgan Productions-PVM Entertainment-Savoy Pictures,United Kingdom-United States of America,1996-05-17,0.0,132.0,English,5.0
732,Original Gangstas,1996,Action-Crime-Drama-Thriller,4800000,en,Original Gangstas,/fhTctx0RXY51rtLTcglwvhU1106.jpg,Po' Boy Productions,United States of America,1996-05-10,3014000.0,99.0,Español-English,5.5
736,Twister,1996,Action-Adventure-Drama-Romance-Thriller,92000000,en,Twister,/tKdDCkmb6obEhWEMLgGUUz5nDNs.jpg,Universal Pictures-Amblin Entertainment-Warner Bros.-Constant c Productions,United States of America,1996-05-10,494471524.0,113.0,English,6.1
737,Barb Wire,1996,Action-Sci-Fi-Science Fiction,0,en,Barb Wire,/7i4kiXdS79K39BTSYJskartxfe7.jpg,Propaganda Films-Dark Horse Entertainment-PolyGram Filmed Entertainment,United States of America,1996-05-02,3793614.0,98.0,English,3.9
742,Thinner,1996,Horror-Thriller,0,en,Thinner,/wmnTIiRf3Nl5jhMlqLRXQY5msN6.jpg,Paramount Pictures-Spelling Films,United States of America,1996-10-25,0.0,92.0,English,5.5
743,Spy Hard,1996,Action-Comedy,18000000,en,Spy Hard,/rYIqre2VJvykvXuQSVC0D3Hs4LU.jpg,Hollywood Pictures,United States of America,1996-05-24,0.0,81.0,English,4.9
744,Brothers in Trouble,1995,Comedy-Drama,0,en,Brothers in Trouble,/iah8HgpfwAxc8Bdx9EudZ0Gn6Vc.jpg,Renegade Films,United Kingdom,1995-08-23,0.0,102.0,English,0.0
746,Force of Evil,1948,Action-Crime-Drama-Film-Noir,0,en,Force of Evil,/piKroeALv3ckaZe9QroagMDfVse.jpg,Enterprise Productions-Roberts Pictures Inc.,United States of America,1948-12-25,0.0,78.0,English-Français,6.6
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1963,Comedy-Drama-Sci-Fi-War,1800000,en,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,/tviJ68Wj4glQk3CPMvdvExYHxX.jpg,Hawk Films-Columbia Pictures Corporation,United Kingdom-United States of America,1964-01-29,9440272.0,95.0,English,8.0
751,Careful,1992,Comedy-Drama-Fantasy-Horror,0,en,Careful,/lQL7oJqTZdvjj9SE9prcgmIeYxo.jpg,the Canadian Council-The Canada Manitoba Cultural Industries Development Office (CIDO)-The Manitoba Arts Council,Canada,1992-09-30,0.0,100.0,Deutsch-English,7.8
754,Gold Diggers: The Secret of Bear Mountain,1995,Adventure-Children's-Drama,0,en,Gold Diggers: The Secret of Bear Mountain,/2EZf5FKxGRswhOUHn9GM5yqRR0h.jpg,Universal Pictures-Bregman/Baer Productions-Universal City Studios,Canada-United States of America,1995-11-03,0.0,94.0,English,5.8
755,Kim,1950,Adventure-Children's-Drama-Family,0,en,Kim,/9KlWbUFqL1ROwNZSn1Vjw2KnIsn.jpg,Metro-Goldwyn-Mayer (MGM),United States of America,1950-12-07,0.0,113.0,English,7.0
756,Carmen Miranda: Bananas Is My Business,1994,Documentary,0,pt,Carmen Miranda: Bananas Is My Business,/llDwjrtUdmLt09PuQhQvdJdK3Tl.jpg,Channel Four Films-Riofilme,Brazil-United Kingdom,1995-04-13,0.0,91.0,English-Português,10.0
757,Ashes of Time,1994,Action-Drama,0,zh,東邪西毒,/ir2277KpcFcJYZ0VApCXAi5hXm3.jpg,Beijing Film Studio,Taiwan-Hong Kong,1994-09-16,0.0,100.0,广州话 / 廣州話-普通话,7.1
759,Maya Lin: A Strong Clear Vision,1994,Documentary,0,en,Maya Lin: A Strong Clear Vision,/btOruvOqEQJBX4I7OoLVO1FyQJD.jpg,,United States of America,1995-11-10,0.0,105.0,English,0.0
760,Stalingrad,1993,Drama-History-War,0,de,Stalingrad,/hmk6RDLpScF7lpHYRuJvwRSug18.jpg,Royal Film-Bavaria Film-B.A. Produktion-Perathon Film-und Fernsehproduktions,Germany,1993-01-21,0.0,134.0,Deutsch-Pусский,7.4
762,Striptease,1996,Comedy-Crime-Drama-Thriller,50000000,en,Striptease,/9ghJrXb6ja0yz5ITSsBHx64RLlX.jpg,Columbia Pictures-Castle Rock Entertainment,United States of America,1996-06-28,113309743.0,115.0,English,4.4
764,Heavy,1995,Drama-Romance,0,en,Heavy,/y0yIzgFOxJMvyOOtOQfPt2Fa8xH.jpg,Available Light Productions,United States of America,1995-01-20,0.0,105.0,English,7.7
765,Jack,1996,Comedy-Drama-Science Fiction,45000000,en,Jack,/nOgHa5ggt6vbmIuoNW7exrJQJq9.jpg,American Zoetrope-Hollywood Pictures-Great Oaks Entertainment,United States of America,1996-08-09,58620973.0,113.0,English,5.9
766,I Shot Andy Warhol,1996,Drama,0,en,I Shot Andy Warhol,/bW6Y0qC9S6DYlBDUtKdwjqIDSYE.jpg,"Playhouse International Pictures-BBC Arena-Samuel Goldwyn Company, The",United Kingdom-United States of America,1996-05-01,1814290.0,103.0,English,6.1
768,Someone Else's America,1995,Drama,0,sr,Tuđa Amerika,/t1L4Bd3Sm6xod39cPJKZLkt9t00.jpg,MACT Productions-Canal+-Stefi 2-Lichtblick Film- und Fernsehproduktion (I)-Magnolia Mae Films-European Co-production Fund-Intrinsica Films,Serbia-Greece-United Kingdom-France-Germany,1995-09-09,0.0,96.0,English-Srpski,0.0
772,Quartier Mozart,1992,Comedy,0,en,Quartier Mozart,/pYMtgdgtPu2sxePjmeMeSMqNXxz.jpg,,,1992-05-26,0.0,80.0,,5.0
776,Babyfever,1994,Comedy-Drama,0,en,Babyfever,/5vttlENVYQSKdLYDxuOcAWKb6uc.jpg,,,1994-05-04,0.0,109.0,,0.0
778,Trainspotting,1996,Crime-Drama,4000000,en,Trainspotting,/p1O3eFsdb0GEIYu87xlwV7P4jM1.jpg,Miramax Films-Channel Four Films-Noel Gay Motion Picture Company-Figment Films-Film4,United Kingdom,1996-02-23,16491080.0,93.0,English,7.8
781,Stealing Beauty,1996,Drama-Romance,0,en,Stealing Beauty,/tPSznZ6BybcVtZdrdApVi6lgfoM.jpg,Fox Searchlight Pictures-Recorded Picture Company (RPC)-Jeremy Thomas Productions-France 2 Cinéma-Fiction Films,France-Italy-United Kingdom,1996-03-29,0.0,116.0,English,6.6
785,Kingpin,1996,Comedy,27000000,en,Kingpin,/l2LObt7s0hakFi9ga6tOKMqKkuo.jpg,Motion Picture Corporation of America-Metro-Goldwyn-Mayer (MGM),United States of America,1996-07-04,25023434.0,113.0,English,6.7
786,Eraser,1996,Action-Drama-Mystery-Thriller,100000000,en,Eraser,/bmOG5k07nrnS8T49NVPM1LnrOf1.jpg,Kopelson Entertainment-Warner Bros.,Canada-United States of America,1996-06-21,242295562.0,115.0,English,5.6
790,An Unforgettable Summer,1994,Drama-Romance-War,0,ro,Un été inoubliable,/qW6vsxia4F8Wk8FglHn3rgAVC0g.jpg,Canal Plus-MK2 Production,France-Romania,1994-05-15,65352.0,82.0,English-Română,7.2
795,Somebody to Love,1994,Comedy-Drama,0,en,Somebody to Love,/vXIGFSwb87DJBiywAiOFzccrVmt.jpg,Initial Productions-Cabin Fever Entertainment-Lumière Pictures,United States of America,1994-09-27,0.0,102.0,English,5.1
798,Daylight,1996,Action-Adventure-Thriller,80000000,en,Daylight,/cPl88Kh44fo005rYrdIxm62GQCb.jpg,Universal Pictures-Davis Entertainment,United States of America,1996-12-06,159212469.0,115.0,English,5.8
800,Lone Star,1996,Drama-Mystery-Romance,5000000,en,Lone Star,/eSuuTqr5wmzWu4OCS51Qw0q6VrV.jpg,Castle Rock Entertainment-Columbia Pictures Corporation-Rio Dulce,United States of America,1996-06-21,13269963.0,135.0,English-Español,6.9
801,Harriet the Spy,1996,Children's-Comedy-Drama-Family,12000000,en,Harriet the Spy,/erYGaztkz1tJbmyiB8uLMa9e4ZG.jpg,Paramount Pictures-Rastar Pictures-Nickelodeon Movies,United States of America,1996-07-10,0.0,100.0,English,5.7
802,Phenomenon,1996,Drama-Fantasy-Romance-Science Fiction,32000000,en,Phenomenon,/gsmwDAtdxAUzVyELzvdRavqqVYN.jpg,Touchstone Pictures,United States of America,1996-07-05,152036382.0,123.0,English,6.2
803,Walking and Talking,1996,Comedy-Drama-Romance,0,en,Walking and Talking,/wUMMnbcqrNP1jIf64kDcJ6NtDJj.jpg,Channel Four Films-Pandora Filmproduktion-Zenith Entertainment-Good Machine-Mikado Film-Electric-TEAM Communications Group,Germany-United Kingdom-United States of America,1996-07-17,0.0,86.0,English,6.6
804,She's the One,1996,Comedy-Romance,3500000,en,She's the One,/qGOpJLWCncOt5EIz39N8q7O45X.jpg,Fox Searchlight Pictures,United States of America,1996-08-26,9482579.0,96.0,English-Français,5.7
806,American Buffalo,1996,Drama,0,en,American Buffalo,/lyV5AAFPtGS8sqUNKiKQKhYue2x.jpg,"Channel Four Films-Capitol Films-Punch Productions-Samuel Goldwyn Company, The-Prairie Oyster Productions",United Kingdom-United States of America,1996-09-13,665450.0,88.0,English,6.2
808,Alaska,1996,Adventure-Children's,23000000,en,Alaska,/apsLNAJ9Vxgv2a7a298nDy3iqrF.jpg,Castle Rock Entertainment-Columbia Pictures Corporation-Fuchs/Burg,Canada,1996-08-14,0.0,109.0,English,5.2
809,Fled,1996,Action-Adventure-Comedy-Thriller,25000000,en,Fled,/fUIRCdLlfrEPIGzlmdRaQhxoNi5.jpg,Metro-Goldwyn-Mayer (MGM),United States of America,1996-07-19,17193231.0,98.0,English,5.2
810,Kazaam,1996,Children's-Comedy-Family-Fantasy-Science Fiction,20000000,en,Kazaam,/feEgPqyjzzYI2NyuqM70JsXA6Qy.jpg,Touchstone Pictures-Interscope Communications,United States of America,1996-07-17,0.0,93.0,English,3.6
812,Magic Hunter,1994,Drama,0,hu,Bűvös vadász,/3phxETl3dV31eAbcML1pBt5x0EC.jpg,Új Budapest Filmstudió-Union Générale Cinématographique (UGC)-Vega Film,Hungary-Switzerland-France,1994-10-23,0.0,106.0,Magyar,6.0
813,Larger Than Life,1996,Comedy-Family,30000000,en,Larger Than Life,/hrnStoGvCyJT4vvIWinTlt8fNVG.jpg,United Artists-Trilogy Entertainment Group-Majestic Films International,United States of America,1996-10-31,0.0,93.0,English,5.4
815,Power 98,1995,Action-Mystery-Thriller,0,en,Power 98,/cs1qIqhHFXbj2aRgOfoDwz3QTSu.jpg,,,1996-05-17,0.0,89.0,English,4.0
816,Two Deaths,1995,Drama-War,0,en,Two Deaths,/xCiAkpnjO01d4RzIFmQgoDOkX1V.jpg,British Broadcasting Corporation (BBC),United Kingdom,1995-09-10,0.0,102.0,English,7.0
819,Stefano Quantestorie,1993,Comedy-Drama,0,en,Stefano Quantestorie,/9cifvNtPExpNpLLDR41l8ekEVuL.jpg,,,1993-05-26,0.0,82.0,,6.0
822,Hedd Wyn,1992,Drama-War,0,cy,Hedd Wyn,/3ZOmEBVz1r2gPJ4EezAMquJFpxO.jpg,,,1992-01-01,0.0,123.0,Cymraeg,6.5
824,Kaspar Hauser,1993,Drama-Foreign,0,de,Kaspar Hauser,/5eJCIMYXaOwmBySXf2KVwShWXuG.jpg,,Austria-Germany-Sweden,1993-09-11,0.0,139.0,Deutsch,6.3
826,Diebinnen,1995,Drama,0,de,Diebinnen,/wRLWdzJkXsVaIlq5c8X4apO7lEN.jpg,,Germany,1996-06-20,0.0,,,4.0
829,Joe's Apartment,1996,Comedy-Fantasy-Music-Musical,13000000,en,Joe's Apartment,/iLwLJYlhvAPS5g6WU7nqST8Uxc9.jpg,,United States of America,1996-07-26,4619014.0,78.0,English,5.0
831,Stonewall,1995,Comedy-Drama-Romance,0,en,Stonewall,/nlwWWuaBfTVYQJqBfDXrwUWrllF.jpg,Killer Films-British Broadcasting Corporation (BBC)-BBC Arena,United Kingdom-United States of America,1995-10-01,0.0,99.0,English,7.2
832,Ransom,1996,Action-Drama-Thriller,80000000,en,Ransom,/96pdw2qcx4g25vZLywNi4XRQVqm.jpg,Touchstone Pictures-Brian Grazer/Scott Rudin Productions,United States of America,1996-11-08,309492681.0,117.0,English,6.4
833,High School High,1996,Comedy,0,en,High School High,/8KlvHpAoNoYx3xawMQRnzy16uk.jpg,TriStar Pictures,United States of America,1996-10-25,21302121.0,86.0,English,5.4
834,Phat Beach,1996,Comedy,0,en,Phat Beach,/nZgg0BfFqmOzR1DokyYU9iCMjee.jpg,Orion Pictures-Live Entertainment,United States of America,1996-08-02,0.0,89.0,English,5.4
835,Foxfire,1996,Action-Drama-Thriller,0,en,Foxfire,/3LR8l22YXY8DuBKnF79HO59V5iX.jpg,Rysher Entertainment-Red Mullet Productions-Chestnut Hill Productions,United States of America,1996-08-23,258263.0,102.0,English,6.3
836,Chain Reaction,1996,Action-Adventure-Drama-Science Fiction-Thriller,50000000,en,Chain Reaction,/t6anpB9iny456N7sVLd3S0QARGv.jpg,"Twentieth Century Fox Film Corporation-Chicago Pacific Entertainment-Zanuck Company, The",United States of America,1996-08-02,60209334.0,107.0,English,5.3
837,Matilda,1996,Children's-Comedy-Family-Fantasy,36000000,en,Matilda,/vddUwPL3L8MBH4FrEDCAZM9T6sj.jpg,Jersey Films-TriStar Pictures,United States of America,1996-08-02,33459416.0,98.0,English,6.9
838,Emma,1996,Comedy-Drama-Romance,6000000,en,Emma,/rZhCekNwWmkiLVpsYhSWfl9TkME.jpg,Miramax Films-Haft Entertainment-Matchmaker Films,United States of America,1996-08-02,22231658.0,121.0,English,6.7
840,House Arrest,1996,Comedy-Family,0,en,House Arrest,/mhvhcOqAlRnB5taKdhDznNay9zF.jpg,Metro-Goldwyn-Mayer (MGM)-Rysher Entertainment,United States of America,1996-08-14,0.0,108.0,English,5.0
841,Eyes Without a Face,1959,Drama-Horror-Thriller,0,fr,Les Yeux sans visage,/orqJcha6R8vxIzL2ggCQm0LjRBa.jpg,Lux Film-Champs-Élysées Productions,France-Italy,1960-01-11,0.0,90.0,Français,7.5
843,Lotto Land,1995,Drama,0,en,Lotto Land,/rOaGqpWX3G5xX9mZNt2v23gvxsc.jpg,,,1995-06-01,0.0,87.0,,7.0
846,Flirt,1995,Drama-Romance,0,en,Flirt,/AhXeYGLQOgJWuZehZyAUGt8HLrT.jpg,,Germany-Japan-United States of America,1995-09-14,0.0,85.0,English-Deutsch-日本語,7.5
849,Escape from L.A.,1996,Action-Adventure-Sci-Fi-Science Fiction-Thriller,50000000,en,Escape from L.A.,/rAjz6XFC6Zs07oraJSnajbaAbG9.jpg,Paramount Pictures-Rysher Entertainment,United States of America,1996-08-09,42277365.0,97.0,English,5.6
850,Cyclo,1995,Crime-Drama,0,vi,Xích lô,/mdOsnSVTLwHMEH1juOLMiwXcO5o.jpg,Cofimage 5-Canal+-Les Productions Lazennec-Société Française de Production (SFP)-Lumière-La Sept Cinéma-Centre National de la Cinématographie (CNC)-Salon Films-Cofimage 6-Giai Phong Film Studio,Vietnam-Hong Kong-France,1995-01-01,0.0,123.0,Tiếng Việt,6.8
851,Basquiat,1996,Drama-History,2962051,en,Basquiat,/8hA5Fp1tl1MTKHfek8xgOmPDmrJ.jpg,Miramax-Eleventh Street Production-Jon Kilik,United States of America,1996-08-09,3011195.0,108.0,English-Español,6.6
852,Tin Cup,1996,Comedy-Drama-Romance,45000000,en,Tin Cup,/dS5OwlFbIy5nQMaY9B4gWLe5a05.jpg,Regency Enterprises-Warner Bros.,United States of America,1996-08-16,53854588.0,135.0,English,5.9
853,Dingo,1992,Drama-Music,200000,en,Dingo,/aLPAqR2AckHSiS1v6JElHjeoY9V.jpg,Vertigo Productions,Australia-France,1991-06-02,300000.0,109.0,English,6.0
855,Every Other Weekend,1990,Drama,0,fr,Un week-end sur deux,/oCNfIlM8cbj2oMlBzSRUGx8TF8.jpg,MK2 Production,France,1990-08-28,0.0,104.0,Français,6.0
856,Mille bolle blu,1993,Comedy,0,it,Mille bolle blu,/o3Ch0aryLCV3khmQXPEWUhMR03k.jpg,,,1993-01-01,0.0,0.0,Italiano,6.0
857,Crows and Sparrows,1949,Drama,0,en,Wuya yu maque,/chz5wJezJZVsMZZXPATxwKwv6Wc.jpg,,,1949-01-01,0.0,113.0,,5.0
862,Manny & Lo,1996,Comedy-Drama,500000,en,Manny & Lo,/rd5k8iDiuNAZTPTfJZn0rQ3PtYl.jpg,Pope Productions,United States of America,1996-01-22,431326.0,88.0,English,6.3
865,Small Faces,1995,Drama,1850000,en,Small Faces,/s9I3gLu9ySsfyM3JvlpSW9KrszF.jpg,,United Kingdom,1996-04-05,0.0,108.0,English,6.4
866,Bound,1996,Crime-Drama-Romance-Thriller,4500000,en,Bound,/xfITNjW2sunPiB7BNotJJsCxhdA.jpg,Dino De Laurentiis Company-Spelling Films,United States of America,1996-09-13,7011317.0,108.0,English,6.9
867,Carpool,1996,Comedy-Crime-Family,17000000,en,Carpool,/iF3exraajWgTwBXtjMKwfdyPXOj.jpg,Regency Enterprises-Warner Bros.,United States of America,1996-08-23,0.0,89.0,English,4.9
868,Death in Brunswick,1991,Comedy-Drama,0,en,Death in Brunswick,/7vVBRhrvn4qZDDdaLLE3QRfHVIL.jpg,Australian Film Finance Corporation (AFFC)-Film Victoria-Meridian Films,Australia,1990-11-08,0.0,109.0,English,6.1
869,Kansas City,1996,Crime-Drama-Music-Thriller,18000000,en,Kansas City,/fer4sGAUAFlRFZBn9l7tF1Y75uX.jpg,Fine Line Features-CiBy 2000-Sandcastle 5 Productions,United States of America,1996-08-16,0.0,116.0,English,6.1
870,Gone Fishin',1997,Comedy-Family,53000000,en,Gone Fishin',/blNI9KqOM7YPULEnOCcOS1cIvW7.jpg,Caravan Pictures-Hollywood Pictures-Roger Birnbaum Productions,United States of America,1997-05-30,0.0,94.0,English,4.7
871,Lover's Knot,1996,Comedy-Romance,0,de,Lover's Knot,/3scsIuJM9WGhqCp82ivdt8qLq1g.jpg,,,1996-07-12,0.0,82.0,English,4.0
874,Killer: A Journal of Murder,1995,Crime-Drama,0,en,Killer: A Journal of Murder,/bGhq64TzH7i1jSmK0tYHbDmgzVQ.jpg,Ixtlan Productions-Breakheart Films,United States of America,1996-09-06,0.0,91.0,English,6.3
875,Nothing to Lose,1994,Action-Crime-Drama,0,en,Nothing to Lose,/mERhfvER7vaDFHdFyxk5YvLm203.jpg,,,1994-01-01,0.0,0.0,,0.0
877,Girls Town,1996,Comedy-Drama,0,en,Girls Town,/ldmbetFr1AsB67V1JTVVJAANNLQ.jpg,,United States of America,1996-08-21,0.0,90.0,English,5.2
878,Bye-Bye,1995,Drama,0,en,Bye-Bye,/csif5WxEfARtdm4GKvjqWmtnYo1.jpg,,,1995-08-30,0.0,104.0,,7.7
881,First Kid,1996,Children's-Comedy-Family,0,en,First Kid,/h0rYlopeP1mKiQVxAzsB3QmU5w6.jpg,Walt Disney Pictures-Caravan Pictures,United States of America,1996-08-30,0.0,101.0,English-Français-Español,5.3
884,Sweet Nothing,1995,Drama,0,en,Sweet Nothing,/2DK9E4zL2tbBkbl0Z2XGEEmUuvy.jpg,,,1995-06-08,0.0,89.0,,5.0
885,Bogus,1996,Children's-Comedy-Drama-Family-Fantasy,32000000,en,Bogus,/gftAsnrvZ1lLcG5nL7SHchtLT7n.jpg,Regency Enterprises-Yorktown Productions-Warner Bros.,United States of America,1996-09-06,0.0,110.0,English,5.4
886,Bulletproof,1996,Action-Adventure-Comedy-Thriller,25000000,en,Bulletproof,/fUIX9vUzaku5KFLV1fNlDEExr3k.jpg,Universal Pictures,United States of America,1996-09-06,22611954.0,84.0,English,5.4
887,Talk of Angels,1998,Drama-Romance-War,0,en,Talk of Angels,/ipDXrPjOLDBlBA4qB6Lo7Gm3jlI.jpg,Kanzaman-Kan Zamia-a-Polaris Pictures,United States of America,1998-10-30,0.0,96.0,English,6.8
889,1-900,1994,Romance,0,nl,06,/xnsvk2a8BbvGfnFdynKSuA4qVFq.jpg,,,1994-09-01,0.0,0.0,Nederlands-English,5.0
890,Baton Rouge,1988,Thriller,0,fr,Baton Rouge,/q5aIioZ9qlBcwC6jfue371i2Mrj.jpg,,,1988-10-08,0.0,,,0.0
891,Halloween: The Curse of Michael Myers,1995,Horror-Thriller,5000000,en,Halloween: The Curse of Michael Myers,/8Tw5IttoEATGD2FHhcG9bDzqwbi.jpg,Miramax Films,United States of America,1995-09-29,15116634.0,88.0,English,5.0
892,Twelfth Night,1996,Comedy-Drama-Romance,0,en,Twelfth Night,/3P83G5fXWVk6nUpzhv9BmaWwuxG.jpg,Fine Line Features-BBC Films-Summit Entertainment-Renaissance Films,United Kingdom-Ireland-United States of America,1996-10-31,0.0,134.0,English-Español,7.0
893,Mother Night,1996,Drama-History,0,en,Mother Night,/1U6OkXtr4WuOlQe4FmCbznIExtK.jpg,Fine Line Features,United States of America,1996-11-01,0.0,114.0,English-Deutsch-,7.1
894,Liebelei,1933,Drama-Romance,0,de,Liebelei,/44pAIxunwGj2Srkph3TPblzCYi8.jpg,Elite-Tonfilm-Produktion GmbH,Germany,1933-03-10,0.0,88.0,Deutsch,6.3
896,Wild Reeds,1994,Drama-Romance,0,fr,Les Roseaux Sauvages,/vPPsAieu9KEVZcI06xKHl9zztUO.jpg,Les Films Alain Sarde-IMA Productions-Canal+-Société Française de Production (SFP)-La Sept-Arte-Centre National de la Cinématographie (CNC)-Ima Films,France,1994-05-05,0.0,115.0,Français,7.4
897,For Whom the Bell Tolls,1943,Adventure-Drama-History-Romance-Thriller-War,3000000,en,For Whom the Bell Tolls,/ygKCyIXanUErKivywTzgohDWVTv.jpg,Paramount Pictures,United States of America,1943-07-12,0.0,170.0,Español-English,6.1
899,Singin' in the Rain,1952,Comedy-Music-Musical-Romance,2540800,en,Singin' in the Rain,/d5J53CwrVs6txB8zhE6qS2QhIV.jpg,Metro-Goldwyn-Mayer (MGM),United States of America,1952-04-10,7200000.0,103.0,English,7.9
901,Funny Face,1957,Comedy-Music-Musical-Romance,0,en,Funny Face,/1CW8Wn2itBQ7wACBQHpOyIbPpmD.jpg,Paramount Pictures,United States of America,1957-02-13,0.0,103.0,English,7.0
902,Breakfast at Tiffany's,1961,Comedy-Drama-Romance,2500000,en,Breakfast at Tiffany's,/c95lbDwL5WT8PV9DZsdSvRtXKNA.jpg,Paramount Pictures-Jurow-Shepherd,United States of America,1961-10-05,9500000.0,110.0,English-Português,7.6
903,Vertigo,1958,Mystery-Romance-Thriller,2479000,en,Vertigo,/obhM86qyv8RsE69XSMTtT9FdE0b.jpg,Paramount Pictures-Alfred J. Hitchcock Productions,United States of America,1958-05-09,28000000.0,128.0,English,8.0
904,Rear Window,1954,Drama-Mystery-Thriller,1000000,en,Rear Window,/oXbT7vlLmZ76kWoHe5XJYuyJUgp.jpg,Paramount Pictures,United States of America,1954-08-01,36764313.0,112.0,English,8.2
905,It Happened One Night,1934,Comedy-Romance,325000,en,It Happened One Night,/k63JqnFvkIGWGhjsqRiksZw2OSs.jpg,Columbia Pictures Corporation,United States of America,1934-02-22,4500000.0,105.0,English,7.7
